SHAP_rank,Feature,mean_abs_SHAP,TCGA_mean_Normal,TCGA_mean_Tumor,TCGA_deltaBeta,TCGA_wilcox_p,TCGA_FDR,discovery_deltaBeta,validation_mean_deltaBeta,legacy_discovery_deltaBeta,discovery_no_cpgs,discovery_coord,chr,start,end,mean_SHAP,coordinate_key,DMR_id,tested_datasets,validated_datasets_p005,validated_datasets_FDR005,max_deltaBeta,min_p.value,fisher_p.value,meta_FDR,validated_any_p005,validated_at_least2_p005,validated_any_FDR005,n_background_datasets,n_background_pass,min_nCpG_background,max_nCpG_background,max_beta_across_background,mean_beta_across_background,background_pass_all,nCpG_GSE196696,meanBeta_GSE196696,medianBeta_GSE196696,maxSampleBeta_GSE196696,p95Beta_GSE196696,max_group_mean_beta_GSE196696,propSamples_beta_gt_0.20_GSE196696,GSE196696_pass,score_SHAP,score_discovery_delta,priority_score,priority_rank
85,DMR_83,0.00115851553682913,0.156373750009977,0.443621861360741,0.287248111350765,4.98996559151936e-25,0.00000000000000000000000115796479750175,0.236868285741128,0.226570698317949,0.226570698317949,9,chr9:101469203-101471607,chr9,101469203,101471607,-0.0000208430823748322,chr9:101469203-101471607,chr9:101469203-101471607,5,4,4,0.273853216145833,1.92782995801645e-38,3.06041601287913e-102,6.26656612160965e-102,TRUE,TRUE,TRUE,2,2,9,9,0.150290853191919,0.108996360106439,TRUE,9,0.0938605863482313,0.0933543478119715,0.13668947453021,0.112379888583018,0.0938605863482313,0,TRUE,0.231614806052237,0.233865437781861,0.232515058744087,84
53,DMR_78,0.0014222505617794,0.165462687549351,0.443029324226005,0.277566636676653,0.00000000000000000912386361818061,0.00000000000000000974393201941618,0.201845090120659,0.228094546700818,0.228094546700818,14,chr19:52872727-52873624,chr19,52872727,52873624,0.000025292970277436,chr19:52872727-52873624,chr19:52872727-52873624,5,4,4,0.275203645833333,1.19063654271219e-37,5.91046373799294e-91,8.53488606941518e-91,TRUE,TRUE,TRUE,2,2,10,14,0.137492637287277,0.0897471546524052,TRUE,14,0.115568989437077,0.114470243319058,0.183172361828307,0.144560639800983,0.115568989437077,0,TRUE,0.360725733327548,0,0.216435439996529,85
57,DMR_95,0.00138996813031471,0.0722313564401506,0.358583355793621,0.286351999353471,0.00000000000000000000000378124698089945,0.00000000000000000000000639903335229137,0.204211978838727,0.222566685900899,0.222566685900899,15,chr4:156587892-156589349,chr4,156587892,156589349,-0.0000535997229081737,chr4:156587892-156589349,chr4:156587892-156589349,5,4,4,0.279087708333333,1.63584193841919e-37,7.9929235806169e-104,1.73778731780828e-103,TRUE,TRUE,TRUE,2,2,13,15,0.0952405775230769,0.0643825261773141,TRUE,15,0.0499943743430186,0.0492978914044256,0.0967561969733245,0.0648360853038734,0.0499943743430186,0,TRUE,0.344921936839409,0.0158047675669097,0.21327506913041,86
81,DMR_110,0.00118988069602249,0.0967256102631017,0.374416335463986,0.277690725200884,0.000000000000000000000303438651584586,0.00000000000000000000038365806522189,0.225160528532658,0.219082771380032,0.219082771380032,17,chr6:94126141-94129636,chr6,94126141,94129636,-0.0000505882767196452,chr6:94126141-94129636,chr6:94126141-94129636,5,4,4,0.272351881944445,1.16115569830921e-27,3.05494778474547e-77,3.5397149481931e-77,TRUE,TRUE,TRUE,2,2,16,18,0.151572439544444,0.0944045754775824,TRUE,17,0.0705051128147602,0.0708330906123587,0.116931572958035,0.087204084906147,0.0705051128147602,0,TRUE,0.246969553827421,0.155687541205161,0.210456748778517,87
76,DMR_202,0.00123202702295627,0.172041515170548,0.416652635241596,0.244611120071049,2.30022647855395e-26,1.4056939591163e-25,0.219804119347192,0.200158321820893,0.200158321820893,28,chr8:54789207-54795315,chr8,54789207,54795315,0.00000861132027579969,chr8:54789207-54795315,chr8:54789207-54795315,5,3,3,0.272897239583333,2.11156476230284e-35,6.68892069856097e-96,1.12548361319265e-95,TRUE,TRUE,TRUE,2,2,23,28,0.171038821834783,0.100802399547167,TRUE,28,0.0707598248884625,0.0708627529625367,0.10838621863539,0.0852596645617539,0.0707598248884625,0,TRUE,0.267602199615346,0.119920417249011,0.208529486668812,88
108,DMR_49,0.000783216257466159,0.14432286302806,0.437836197441498,0.293513334413439,0.00000000000000000000000330217520712091,0.00000000000000000000000567561363723906,0.266500326097456,0.240826628551679,0.240826628551679,6,chr17:77178665-77179999,chr17,77178665,77179999,0.000030330945066566,chr17:77178665-77179999,chr17:77178665-77179999,5,4,4,0.300700954861111,6.47675077890496e-39,8.76015727872837e-100,1.64571886741159e-99,TRUE,TRUE,TRUE,2,2,6,6,0.0871094368333333,0.0524488232163189,TRUE,6,0.0525002281571172,0.0516755768732003,0.0833028408104284,0.0701362233937255,0.0525002281571172,0,TRUE,0.0478878324602937,0.431731736602758,0.201425394117279,89
77,DMR_196,0.00122074054583691,0.262743924170676,0.537640194646113,0.274896270475437,0.000000000000000000624660281246667,0.000000000000000000708377638527148,0.218205918504051,0.201981678111545,0.201981678111545,10,chr2:210636188-210636844,chr2,210636188,210636844,0.0000525995410177611,chr2:210636188-210636844,chr2:210636188-210636844,5,3,3,0.239410491071429,1.03626496525844e-36,8.42409582621515e-83,1.05505666172986e-82,TRUE,TRUE,TRUE,2,2,8,10,0.18436145929154,0.0982022512526936,TRUE,10,0.108525880948105,0.106285645446797,0.184070475599091,0.143995109356408,0.108525880948105,0,TRUE,0.262076928457951,0.109248520147021,0.200945565133579,90
100,DMR_104,0.00103158594518646,0.176789840264011,0.462013300125148,0.285223459861138,0.0000000000000000000000395977410874437,0.000000000000000000000054446893995235,0.238454615378251,0.220293595950096,0.220293595950096,13,chr8:89338965-89341103,chr8,89338965,89341103,-0.0000733811807130087,chr8:89338965-89341103,chr8:89338965-89341103,5,4,4,0.27263853219697,2.25890188341127e-38,4.43588608033449e-99,8.2533072744685e-99,TRUE,TRUE,TRUE,2,2,12,13,0.143438839442308,0.0920684185143099,TRUE,13,0.0823641782224041,0.081569776754498,0.123282118901181,0.102313427740487,0.0823641782224041,0,TRUE,0.169476691182012,0.244458065566954,0.199469240935989,91
78,DMR_25,0.00120862379297555,0.0935627552616787,0.452875859827435,0.359313104565756,0.0000000000000000000000842593678988991,0.000000000000000000000111669041793722,0.218196282981752,0.25884641563515,0.25884641563515,11,chr8:32404299-32406928,chr8,32404299,32406928,-0.0000558592218131549,chr8:32404299-32406928,chr8:32404299-32406928,5,4,4,0.364235052083333,3.1542741080434e-38,3.92433376813646e-95,6.40808931758991e-95,TRUE,TRUE,TRUE,2,2,9,11,0.151955768653654,0.103379936308669,TRUE,11,0.134227345856735,0.133820237523058,0.209918115268367,0.153600025606747,0.134227345856735,0.00175438596491228,TRUE,0.256145197555726,0.109184179483618,0.197360790326883,92
103,DMR_205,0.000977103886132947,0.247766916990478,0.504244852484135,0.256477935493657,1.50610215867219e-25,4.47760101226866e-25,0.242505376995995,0.197229706079494,0.197229706079494,14,chr1:4714008-4716554,chr1,4714008,4716554,-0.0000186894043196517,chr1:4714008-4716554,chr1:4714008-4716554,5,3,3,0.23192634469697,1.48279104437067e-40,7.29693606795964e-108,1.96105156826415e-107,TRUE,TRUE,TRUE,2,2,14,14,0.170577947909932,0.0813047765570607,TRUE,14,0.060339452828995,0.0586706957994382,0.101727516625174,0.0793657437901346,0.060339452828995,0,TRUE,0.142805113656071,0.271506800620988,0.194285788442038,93
104,DMR_96,0.00097405379643232,0.184767843231664,0.486358918739471,0.301591075507807,5.37980286044171e-25,0.00000000000000000000000120771084622161,0.23941435278384,0.222340599516979,0.222340599516979,16,chr4:134067133-134070598,chr4,134067133,134070598,-0.0000199643815736902,chr4:134067133-134070598,chr4:134067133-134070598,5,4,4,0.257927095588235,3.13040331776084e-41,2.63475883496311e-105,6.25553171245843e-105,TRUE,TRUE,TRUE,2,2,16,21,0.111031229619048,0.074786994715051,TRUE,16,0.0616800138932649,0.0611845566613327,0.101024154754049,0.0764171072269083,0.0616800138932649,0,TRUE,0.141311948652314,0.250866658630418,0.185133832643555,94
69,DMR_160,0.00126690454077308,0.109721254155747,0.382095055506943,0.272373801351196,8.5453290086399e-25,0.00000000000000000000000180766575182767,0.206971522036328,0.219420561467137,0.219420561467137,25,chr6:127438426-127442679,chr6,127438426,127442679,-0.0000375566253721287,chr6:127438426-127442679,chr6:127438426-127442679,5,3,3,0.284507726715686,1.31157191565801e-36,5.68981116985931e-99,1.0535679056151e-98,TRUE,TRUE,TRUE,2,2,18,24,0.117999780922222,0.10364654527385,TRUE,25,0.124242951607634,0.123626524109645,0.154430507266312,0.139823269115397,0.124242951607634,0,TRUE,0.284676415174082,0.034231463548008,0.184498434523652,95
86,DMR_162,0.00112377417134438,0.151675875489595,0.431829610266151,0.280153734776556,6.13195439450424e-27,1.24155649774465e-25,0.219556271815578,0.218125708720837,0.218125708720837,25,chr13:95362829-95366456,chr13,95362829,95366456,-0.00000891251060121918,chr13:95362829-95366456,chr13:95362829-95366456,5,3,3,0.281016956521739,1.4192954558039e-41,2.84270468350148e-106,7.14367995139657e-106,TRUE,TRUE,TRUE,2,2,24,25,0.1983503303125,0.129110580281433,TRUE,25,0.0912322847714973,0.0907351606876104,0.133621125130775,0.109456080289981,0.0912322847714973,0,TRUE,0.214607243581563,0.118265429163053,0.176070517814159,96
99,DMR_80,0.00103881572098892,0.121599524104848,0.426849807825027,0.305250283720179,3.84739685259853e-26,1.92369842629927e-25,0.221875634255431,0.226851153017425,0.226851153017425,16,chr7:103629099-103631129,chr7,103629099,103631129,-0.0000427408805437972,chr7:103629099-103631129,chr7:103629099-103631129,5,4,4,0.304748041666667,1.79275059297064e-37,4.71261813749635e-103,1.00207869187422e-102,TRUE,TRUE,TRUE,2,2,14,14,0.103634961013003,0.0745564148640688,TRUE,16,0.0707187198962243,0.0707804138562219,0.105896020206679,0.0866579241209739,0.0707187198962243,0,TRUE,0.173016012734107,0.133752842654642,0.157310744702321,97
98,DMR_159,0.00104624400614243,0.0794954601794609,0.337891507406742,0.258396047227281,0.000000000000000000141510639888807,0.000000000000000000162147608205925,0.22053311772351,0.220386690473177,0.220386690473177,20,chr12:24714652-24717178,chr12,24714652,24717178,-0.000014536448808031,chr12:24714652-24717178,chr12:24714652-24717178,5,3,3,0.316873755787037,4.62623901811548e-32,2.49136036626064e-76,2.84411935617365e-76,TRUE,TRUE,TRUE,2,2,18,19,0.108391038330144,0.0653964717879546,TRUE,20,0.0722175911203312,0.0719364379896638,0.110939912485545,0.0861100728807971,0.0722175911203312,0,TRUE,0.176652514121873,0.124788263297881,0.155906813792276,98
95,DMR_226,0.00106906630394963,0.219484531184544,0.460560698918507,0.241076167733963,6.33099394685286e-25,0.00000000000000000000000136550849834081,0.215587868761866,0.18906845554515,0.18906845554515,27,chr16:10274064-10277505,chr16,10274064,10277505,-0.0000450345297632062,chr16:10274064-10277505,chr16:10274064-10277505,5,3,3,0.232183082107843,1.49565941918511e-37,3.25458386643038e-100,6.17413704072822e-100,TRUE,TRUE,TRUE,2,2,24,26,0.165313528916667,0.107431791114504,TRUE,27,0.0942475804395486,0.0937614638395407,0.132488920900191,0.109516994117657,0.0942475804395486,0,TRUE,0.187825122056664,0.0917666388325433,0.149401728767016,99
89,DMR_231,0.00110124461992214,0.177670338364016,0.406669918666421,0.228999580302405,0.0000000000000000000285418717434014,0.0000000000000000000341261509975451,0.210536393001525,0.184678386975475,0.184678386975475,17,chr21:27010160-27012878,chr21,27010160,27012878,-0.0000121529325829404,chr21:27010160-27012878,chr21:27010160-27012878,5,3,3,0.237309270833333,8.7560776918508e-36,9.1632794685301e-88,1.24865815292998e-87,TRUE,TRUE,TRUE,2,2,14,15,0.196799544466667,0.162571351965046,TRUE,17,0.169529737236045,0.168616122513478,0.220095125033926,0.192263568635185,0.169529737236045,0.012280701754386,TRUE,0.203577949024383,0.058035690836291,0.145361045749146,100
106,DMR_153,0.000911265800384723,0.1022358486275,0.347078715367988,0.244842866740488,8.50084475332596e-26,2.9221653839558e-25,0.23021784193939,0.229475879384081,0.229475879384081,12,chr7:108095719-108097606,chr7,108095719,108097606,0.0000558548015941534,chr7:108095719-108097606,chr7:108095719-108097606,5,3,3,0.302886377314815,1.08382796111859e-33,7.41441775346713e-86,9.79310467778765e-86,TRUE,TRUE,TRUE,2,2,12,12,0.1638564268,0.0876644166806133,TRUE,12,0.0833725243408507,0.0825002244154631,0.124957102310797,0.102791697909018,0.0833725243408507,0,TRUE,0.110574217124268,0.189457469760002,0.142127518178561,101
94,DMR_218,0.00107216254820334,0.201723048586541,0.427201681784999,0.225478633198459,0.00000000000000000000016023276814814,0.000000000000000000000207360052897592,0.212484404066824,0.191638516710568,0.191638516710568,25,chr11:69631981-69635508,chr11,69631981,69635508,-0.0000536188274211549,chr11:69631981-69635508,chr11:69631981-69635508,5,3,3,0.240662450396825,2.81529747699514e-32,3.92635825016475e-92,5.86679784870177e-92,TRUE,TRUE,TRUE,2,2,25,25,0.150437946386184,0.108702436651064,TRUE,25,0.123497111021178,0.123368036046123,0.156315508828222,0.139498053400929,0.123497111021178,0,TRUE,0.189340881924896,0.0710434262104957,0.142021899639136,102
105,DMR_32,0.000924336563602362,0.0839517272013852,0.415412508300283,0.331460781098898,0.0000000000000000000000671387618925016,0.0000000000000000000000911485143574822,0.227853002169918,0.253737432266706,0.253737432266706,13,chr3:96532006-96533824,chr3,96532006,96533824,0.0000296004898863859,chr3:96532006-96533824,chr3:96532006-96533824,5,4,4,0.34827734375,8.60717569446911e-38,7.95388373764778e-91,1.14005666906285e-90,TRUE,TRUE,TRUE,2,2,13,14,0.0958131355952381,0.0633306817356318,TRUE,13,0.0604343782850618,0.0591977168316534,0.130402090861493,0.0814867255649208,0.0604343782850618,0,TRUE,0.116972981791735,0.173666383933205,0.139650342648323,103
87,DMR_193,0.00112345246819036,0.0894533453855432,0.328656113305498,0.239202767919955,0.000000000000000294416190806145,0.000000000000000305526235742226,0.203399542275073,0.204355160852371,0.204355160852371,15,chr6:80656586-80658030,chr6,80656586,80658030,-0.0000486331440681302,chr6:80656586-80658030,chr6:80656586-80658030,5,3,3,0.266435199652778,1.96563236418678e-33,4.95170498684271e-80,5.95127276368984e-80,TRUE,TRUE,TRUE,2,2,14,14,0.165136465771429,0.0989477866849387,TRUE,15,0.122407875389457,0.121587174747198,0.167940454923188,0.140052752013577,0.122407875389457,0,TRUE,0.214449754478513,0.0103797676700446,0.132821759755125,104
91,DMR_229,0.00108545876369909,0.269955373194956,0.514308581021202,0.244353207826245,0.0000000000000000000000133318463890204,0.0000000000000000000000195321564173862,0.204243054686711,0.187086612333121,0.187086612333121,12,chr3:179754239-179755696,chr3,179754239,179755696,-0.00000186681646755953,chr3:179754239-179755696,chr3:179754239-179755696,5,3,3,0.221209229490022,1.09024376145637e-38,1.17462172257034e-95,1.9426436180971e-95,TRUE,TRUE,TRUE,2,2,11,12,0.195735671576642,0.108549141018339,TRUE,12,0.108505938749754,0.108685730068463,0.141705085791037,0.12346032628312,0.108505938749754,0,TRUE,0.195850016281367,0.0160122748107369,0.123914919693115,105
93,DMR_180,0.0010756673666409,0.092682965805195,0.35562390273576,0.262940936930565,0.0000000000000000000000109726842722833,0.000000000000000000000016310746891232,0.205145485930538,0.209710303099745,0.209710303099745,20,chr8:104510754-104514118,chr8,104510754,104514118,-0.0000487346623167076,chr8:104510754-104514118,chr8:104510754-104514118,5,3,3,0.262851588541667,3.58230646884624e-33,1.25936059464063e-93,1.9731682191333e-93,TRUE,TRUE,TRUE,2,2,15,20,0.144995329933333,0.0840582949839743,TRUE,20,0.0825422696170851,0.0825655973253794,0.116016568783791,0.0958615709142646,0.0825422696170851,0,TRUE,0.191056658426293,0.0220382091712863,0.12344927872429,106
97,DMR_192,0.00104818455275836,0.1522142111399,0.425147661065719,0.272933449925818,0.00000000000000000000000281300709729454,0.00000000000000000000000499081904358709,0.204709044809455,0.204816672053661,0.204816672053661,34,chr16:56223970-56228901,chr16,56223970,56228901,0.000018524239900641,chr16:56223970-56228901,chr16:56223970-56228901,5,3,3,0.257661047149123,2.06575791211605e-34,2.28764360329171e-92,3.44481741040425e-92,TRUE,TRUE,TRUE,2,2,27,32,0.150940196355556,0.0986502508311852,TRUE,34,0.0814802211675101,0.0811578329087637,0.124532815873526,0.100066593752404,0.0814802211675101,0,TRUE,0.177602504640014,0.0191238978972909,0.114211061942925,107
101,DMR_168,0.00100030864298591,0.133772737150124,0.379155994662448,0.245383257512324,0.0000000000000000337033977877294,0.000000000000000035308321491907,0.206997597316797,0.215744512892282,0.215744512892282,10,chr18:5894665-5896267,chr18,5894665,5896267,-0.00000501890682926943,chr18:5894665-5896267,chr18:5894665-5896267,5,3,3,0.301702842261905,2.85409119268211e-26,3.93951815865074e-66,4.25864113798278e-66,TRUE,TRUE,TRUE,2,2,9,10,0.160610939133333,0.101321371291854,TRUE,10,0.0898839890081378,0.0893210354136793,0.13010015917567,0.108195967900852,0.0898839890081378,0,TRUE,0.154164953613047,0.0344055797808114,0.106261204080153,108
107,DMR_219,0.000875406819159202,0.103280462718058,0.320411185986292,0.217130723268234,0.00000000000000112828266760112,0.00000000000000114917679107521,0.204844489602953,0.191187082669462,0.191187082669462,21,chr3:154796045-154798648,chr3,154796045,154798648,-0.00000095541762810462,chr3:154796045-154798648,chr3:154796045-154798648,5,3,3,0.28590384469697,1.37367002307107e-26,5.59028790924449e-60,5.83137849293159e-60,TRUE,TRUE,TRUE,2,2,17,20,0.158497289,0.120051375891123,TRUE,21,0.133933376904855,0.133521507343719,0.190014345532129,0.149385633850213,0.133933376904855,0,TRUE,0.0930195282161567,0.0200283229608957,0.0638230461140523,109
109,DMR_171,0.000761380936888405,0.119110320041585,0.381520823017991,0.262410502976406,0.00000000000000000000465383308073351,0.00000000000000000000568801820978541,0.209514534556183,0.214192469297438,0.214192469297438,8,chr12:133484026-133485856,chr12,133484026,133485856,-0.0000168203788790525,chr12:133484026-133485856,chr12:133484026-133485856,5,3,3,0.29212755952381,2.11653996085302e-35,4.78556457650936e-85,6.19402505387667e-85,TRUE,TRUE,TRUE,2,2,6,8,0.136455178975,0.0705257594173163,TRUE,8,0.0728556790034242,0.0718407178339258,0.125919037292077,0.093868643089192,0.0728556790034242,0,TRUE,0.0371983971542358,0.0512122879903402,0.0428039534886776,110
