"coord","seqnames","start","end","width","no.cpgs","strand","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes"
"chr14:23834477-23836047","chr14",23834477,23836047,1571,13,"*",0,0,1.31779177543229e-79,0,0.345532199354167,0.202903374081303,"EFS"
"chr4:157996014-157998201","chr4",157996014,157998201,2188,17,"*",0,0,1.94906699240644e-123,0,0.394161371270833,0.202717385648786,"GLRB"
"chr1:34628784-34633066","chr1",34628784,34633066,4283,32,"*",0,0,2.00931936116702e-52,0,0.405779038,0.202551798506963,"C1orf94, CSMD2"
"chr2:74725040-74727321","chr2",74725040,74727321,2282,17,"*",0,0,3.93950841024585e-97,0,0.396018237895833,0.202529993052892,"LBX2, AC005041.17"
"chr14:61107344-61111558","chr14",61107344,61111558,4215,11,"*",0,0,3.66096744194938e-144,0,0.288458417625,0.202380796331143,"RP11-1042B17.5, SIX1"
"chr4:81184245-81189927","chr4",81184245,81189927,5683,28,"*",0,0,4.70165579849005e-147,0,0.366158298142458,0.202374416564815,"FGF5"
"chr4:62065095-62069228","chr4",62065095,62069228,4134,18,"*",0,0,4.54100944955454e-152,0,0.3410927316875,0.202323649181317,"LPHN3"
"chr1:18956762-18960940","chr1",18956762,18960940,4179,23,"*",0,0,2.98577731326472e-110,0,0.378779504166667,0.202316058384907,"PAX7"
"chr8:11565226-11568356","chr8",11565226,11568356,3131,19,"*",0,0,1.13412207172138e-104,0,0.263459863830215,0.202219217656192,"GATA4"
"chr15:89948930-89953295","chr15",89948930,89953295,4366,20,"*",0,0,2.68356480191573e-108,0,0.29120492937853,0.201961805295197,NA
"chr20:26188639-26190354","chr20",26188639,26190354,1716,12,"*",0,0,4.82739009176418e-102,0,0.304927847427083,0.201909753049458,"MIR663A"
"chr11:15135329-15136688","chr11",15135329,15136688,1360,13,"*",0,0,7.12151046059239e-97,0,0.335650569239583,0.20188356385491,"INSC"
"chr19:52872727-52873624","chr19",52872727,52873624,898,14,"*",0,0,1.80027517237508e-65,0,0.287590661052083,0.201845090120659,"ZNF880"
"chr5:59188112-59190211","chr5",59188112,59190211,2100,15,"*",0,0,1.54607742785146e-105,0,0.2637308411875,0.201389049681622,"PDE4D"
"chr8:23562003-23565174","chr8",23562003,23565174,3172,20,"*",0,0,1.22110297279072e-107,0,0.282350098125,0.201202911658713,"RP11-175E9.1, NKX2-6"
"chr3:192231892-192234611","chr3",192231892,192234611,2720,10,"*",0,0,1.72635720952941e-189,0,0.334324066666667,0.201146264502478,"FGF12-AS2, FGF12"
"chr9:122130826-122132379","chr9",122130826,122132379,1554,8,"*",0,0,1.81739841912523e-134,0,0.361737099316262,0.201127426592239,"BRINP1"
"chr11:79147209-79152969","chr11",79147209,79152969,5761,29,"*",0,0,1.80248661294035e-118,0,0.387332212833333,0.201115521782352,"TENM4"
"chr1:228603645-228605010","chr1",228603645,228605010,1366,14,"*",0,0,2.15942859697833e-76,0,0.317251660208333,0.201076721159835,"TRIM17"
"chr16:28072873-28076248","chr16",28072873,28076248,3376,16,"*",0,0,4.26476893286359e-157,0,0.46334923225,0.20094340952751,"GSG1L"
"chr11:20180336-20183057","chr11",20180336,20183057,2722,19,"*",0,0,3.8719924580096e-89,0,0.310112697770833,0.20055255206331,"DBX1"
"chr1:217306590-217314284","chr1",217306590,217314284,7695,33,"*",0,0,3.24629906363868e-122,0,0.340941057104167,0.200538783980296,"ESRRG"
"chr18:35145353-35148483","chr18",35145353,35148483,3131,32,"*",0,0,5.38508097883852e-90,0,0.317425913156153,0.200430674713127,"CELF4"
"chr5:115296978-115299828","chr5",115296978,115299828,2851,21,"*",0,0,1.35630913264236e-133,0,0.3877587746875,0.200316048745036,"AQPEP"
"chr12:128750971-128755527","chr12",128750971,128755527,4557,12,"*",0,0,2.19126960055411e-90,0,0.317884129083333,0.200138243948967,"TMEM132C"
"chr8:121136014-121138232","chr8",121136014,121138232,2219,11,"*",0,0,4.33084667870486e-152,0,0.326904724445424,0.200091530329622,"COL14A1"
"chr8:91997001-91998418","chr8",91997001,91998418,1418,11,"*",0,5.94653116670134e-287,7.2411701279804e-68,0,0.402830395020833,0.200065321546638,"C8orf88"
"chr6:161100122-161100672","chr6",161100122,161100672,551,6,"*",1.36856183898025e-321,2.13828703544164e-305,6.1012371763357e-97,1.58957593032083e-314,0.393088269208333,0.218654616235826,NA
"chr17:77178665-77179999","chr17",77178665,77179999,1335,6,"*",2.63929868008394e-320,0,2.75685002680121e-86,0,0.366147841395833,0.266500326097456,"RBFOX3"
"chr19:48982937-48984318","chr19",48982937,48984318,1382,6,"*",1.82114869759054e-317,1.04710316666111e-298,1.46814094009792e-87,1.36152718409507e-316,0.356004836170184,0.219052889286305,"CYTH2, CTC-273B12.8"
"chr19:19322527-19323996","chr19",19322527,19323996,1470,11,"*",6.0933703064928e-313,5.13245898443615e-298,4.81636568153606e-54,3.7750798546688e-315,0.332663161750863,0.204743381901421,"NCAN"
"chr5:169063935-169064897","chr5",169063935,169064897,963,9,"*",2.90517164809381e-311,1.33362101482848e-264,1.6744903550939e-65,5.43693076687266e-308,0.34464304109375,0.216202077225629,"DOCK2"
"chr10:45914276-45914949","chr10",45914276,45914949,674,7,"*",4.83237971462982e-308,3.79371387504837e-312,2.73001927298066e-64,7.40431122510665e-311,0.339393828885417,0.271739221609792,"ALOX5"
"chr9:96108319-96109145","chr9",96108319,96109145,827,7,"*",1.64595471411433e-305,5.66552360905716e-276,3.66696249852262e-70,1.05259553231664e-291,0.341788124989583,0.222138144951428,"C9orf129"
"chr19:57682795-57683885","chr19",57682795,57683885,1091,6,"*",5.81428848424648e-299,4.16218056083041e-297,5.01223077645871e-97,9.14826893682226e-311,0.377039357708333,0.223985924212853,NA
"chr12:128850432-128850903","chr12",128850432,128850903,472,6,"*",3.26567015137356e-296,1.53334470965895e-278,5.08650065900493e-69,2.55643426853335e-290,0.309442089510417,0.229892448860353,"TMEM132C"
"chr4:190938265-190939452","chr4",190938265,190939452,1188,6,"*",4.74106976746118e-292,1.2657484904134e-313,1.45360047519683e-62,4.22466219200335e-310,0.355328091346475,0.245595675855661,"RNA5SP175"
"chr4:111535334-111537907","chr4",111535334,111537907,2574,12,"*",3.93674844452562e-277,0,1.68222301873107e-58,0,0.335316295653718,0.201572235158852,"RP11-380D23.2"
"chr6:50690647-50692762","chr6",50690647,50692762,2116,10,"*",4.65536443757536e-268,0,1.80852023388165e-58,0,0.380685160510417,0.211834063406801,"TFAP2D"
"chr12:103355012-103356060","chr12",103355012,103356060,1049,6,"*",1.11901912377593e-267,9.54984350403718e-243,5.01199913027049e-73,6.83223310411373e-260,0.256195522614583,0.22403486712224,NA
"chr10:23487775-23489850","chr10",23487775,23489850,2076,7,"*",7.98846647073441e-253,0,1.59621896130018e-93,0,0.306193868604167,0.212982863118035,NA
"chr14:29247148-29247705","chr14",29247148,29247705,558,6,"*",5.35576231587821e-244,2.38015380844496e-247,1.22867634824106e-53,1.60000646288336e-245,0.240354001476938,0.212238161982472,"C14orf23"
"chr7:6703533-6704074","chr7",6703533,6704074,542,6,"*",1.53269264148726e-241,6.28198822807129e-244,2.30712022122583e-56,4.79356238239716e-244,0.319289701208333,0.251893065146149,"AC073343.13"
"chr14:36973204-36975402","chr14",36973204,36975402,2199,10,"*",6.23948251975186e-234,0,5.22140302288034e-61,0,0.314309111208333,0.205919646595204,"RP11-896J10.3, SFTA3"
"chr19:51070961-51071324","chr19",51070961,51071324,364,6,"*",1.90745169249563e-205,1.15313469351379e-193,4.8869614148236e-59,2.79720852466999e-201,0.269569621892806,0.2213841560843,"LRRC4B"
"chr10:81001957-81003657","chr10",81001957,81003657,1701,7,"*",3.5724249972871e-196,2.65270254145415e-208,7.6035310734939e-50,6.07544863041501e-221,0.306056897721578,0.200836533822064,"ZMIZ1"
